Id,MSSubClass,MSZoning,LotArea,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleCondition
2562,70,RL,6720,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,None,0,851,585,0,1436,0,0,1,0,3,1,Detchd,1992,Unf,1,228,Normal
2563,70,RL,7155,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,None,0,686,775,0,1461,0,0,1,0,3,1,Detchd,1926,Unf,1,225,Normal
2564,70,RL,7230,Crawfor,Norm,Norm,1Fam,2.5Unf,7,7,1927,1992,Gable,None,0,867,851,0,1718,0,0,2,1,4,1,Detchd,1927,Unf,2,264,Normal
2565,20,RL,13108,Crawfor,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,None,0,1226,0,0,1226,0,0,1,1,2,1,Attchd,1951,Fin,2,400,Normal
2566,50,RL,7810,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,None,0,1230,525,0,1755,0,0,2,0,4,1,Detchd,1930,Unf,1,231,Normal
2567,190,RL,6221,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,None,0,760,595,0,1355,0,0,2,0,3,1,Detchd,1966,Unf,2,528,Normal
2568,20,RL,25485,Crawfor,Norm,Norm,1Fam,1Story,6,4,1960,1960,Gable,BrkFace,423,1560,0,0,1560,0,0,1,1,3,1,Attchd,1960,RFn,2,580,Normal
2569,20,RL,21579,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,None,0,1488,0,0,1488,0,1,2,0,3,1,Attchd,1968,RFn,2,552,Normal
2570,160,RM,1782,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,None,0,529,516,0,1045,0,0,1,0,2,1,Detchd,1980,Unf,2,462,Normal
2571,20,RL,17871,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,None,0,1680,0,0,1680,0,0,2,0,4,1,Attchd,1996,Unf,2,628,Normal
2572,120,RM,3907,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,None,0,1020,0,0,1020,1,0,1,0,1,1,Attchd,1988,Unf,2,509,Normal
2573,20,RL,20693,Crawfor,Norm,Norm,1Fam,1Story,7,5,1971,1971,Gable,BrkFace,652,1696,0,0,1696,0,0,2,0,3,1,Attchd,1971,Fin,2,625,Normal
2574,20,RL,18044,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,None,0,2726,0,0,2726,0,0,2,1,2,1,Attchd,1986,Fin,2,691,Normal
2575,50,RM,7000,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,None,0,720,495,0,1215,0,0,1,0,3,1,Detchd,1965,Fin,2,720,Normal
2576,50,RM,7288,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,None,0,936,665,0,1601,0,0,2,0,3,1,NA,NA,NA,0,0,Normal
2577,70,RM,9060,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1923,1999,Gable,None,0,942,886,0,1828,0,0,2,0,3,1,Detchd,NA,NA,NA,NA,Alloca
2578,30,RM,3672,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,None,0,816,0,0,816,0,0,1,0,2,1,Detchd,1922,Unf,1,100,Normal
2579,50,RM,11067,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1939,1950,Gable,None,0,640,0,205,845,0,0,1,0,1,1,Detchd,1950,Unf,1,256,Normal
2580,190,C (all),8250,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,None,0,1034,957,0,1991,0,0,2,0,4,2,NA,NA,NA,0,0,Normal
2581,20,C (all),6565,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,None,0,1073,0,0,1073,1,0,1,0,3,1,Detchd,1985,Unf,2,720,Abnorml
2582,30,C (all),6060,IDOTRR,Norm,Norm,1Fam,1Story,5,9,1930,2007,Hip,None,0,1001,0,0,1001,0,0,1,0,2,1,Detchd,1930,Unf,1,216,Normal
2583,120,RM,5568,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,Stone,473,1625,0,0,1625,1,1,2,0,2,1,Attchd,2006,Fin,2,495,Partial
2584,85,RL,12150,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,None,0,1299,0,0,1299,1,0,2,0,2,1,BuiltIn,1979,RFn,2,486,Normal
2585,20,RL,10000,Mitchel,Norm,Norm,1Fam,1Story,5,5,2002,2002,Gable,BrkFace,166,1392,0,0,1392,0,0,2,0,3,1,Attchd,2002,Fin,3,650,Normal
2586,20,RL,12864,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,None,0,1409,0,0,1409,1,0,1,1,1,1,Attchd,2002,RFn,2,576,Normal
2587,20,RL,9928,Mitchel,Norm,Norm,1Fam,1Story,7,5,1991,1992,Gable,None,0,1478,0,0,1478,1,0,2,0,3,1,Attchd,1991,Unf,2,506,Normal
2588,80,RL,8750,Mitchel,Norm,Norm,1Fam,SLvl,7,6,1975,1975,Gable,Stone,50,918,0,0,918,0,1,1,0,3,0,Attchd,1975,Unf,1,360,Normal
2589,85,RL,8410,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,None,0,1026,0,0,1026,1,0,1,0,2,1,Attchd,1974,Unf,2,528,Normal
2590,120,RL,4054,Timber,Norm,Norm,TwnhsE,1Story,7,6,1987,1987,Gable,BrkFace,352,1501,0,0,1501,1,0,2,0,2,1,Attchd,1987,Fin,2,512,Normal
2591,20,RL,19958,Timber,Norm,Norm,1Fam,1Story,6,8,1958,1995,Hip,BrkFace,1224,2279,0,0,2279,0,0,2,1,4,1,Attchd,1958,RFn,2,461,Normal
2592,20,RL,8368,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,None,0,1689,0,0,1689,0,0,2,0,3,1,Attchd,2007,Fin,2,433,Partial
2593,20,RL,8298,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,NA,NA,1564,0,0,1564,0,0,2,0,2,1,Attchd,2207,RFn,2,502,Partial
2594,20,RL,10331,Timber,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,None,0,1240,0,0,1240,0,1,2,0,3,1,Attchd,1985,Unf,2,528,Normal
2595,20,RL,6718,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,BrkFace,86,1312,0,0,1312,0,0,2,0,2,1,Attchd,2001,Unf,2,471,Normal
2596,20,RL,11305,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,BrkFace,886,1922,0,0,1922,1,0,2,0,2,1,Attchd,2002,Fin,3,692,Normal
2597,20,RL,7777,Timber,Norm,Norm,1Fam,1Story,6,5,1996,1996,Gable,BrkFace,203,1491,0,0,1491,0,0,2,0,3,1,Attchd,1996,Fin,2,571,Normal
2598,60,RL,11800,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,BrkFace,94,1146,1340,0,2486,1,0,3,1,5,1,BuiltIn,2003,Fin,2,452,Normal
2599,20,RL,12633,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,BrkFace,242,1824,0,0,1824,0,0,2,0,3,1,Attchd,2006,Fin,3,932,Partial
2600,20,RL,43500,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,1953,Gable,None,0,2034,0,0,2034,0,0,1,0,2,1,2Types,1953,RFn,4,1041,Normal
2601,120,RM,6710,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1996,1997,Gable,BrkFace,134,936,0,0,936,2,0,0,1,0,1,Attchd,1996,Fin,2,460,Normal
2602,160,RM,1504,MeadowV,Norm,Norm,Twnhs,2Story,4,4,1972,1972,Gable,None,0,546,546,0,1092,0,0,1,1,3,1,Attchd,1972,Unf,1,253,Normal
2603,180,RM,1533,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1970,1970,Gable,None,0,530,462,0,992,1,0,1,0,2,1,BuiltIn,1970,Fin,1,297,Normal
2604,160,RM,1495,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1970,1970,Gable,BrkFace,189,546,546,0,1092,0,0,1,1,3,1,NA,NA,NA,0,0,Normal
2605,160,RM,1890,MeadowV,Norm,Norm,Twnhs,2Story,4,3,1976,1976,Gable,None,0,546,546,0,1092,0,0,1,1,3,1,Attchd,1976,Unf,1,286,Normal
2606,85,RL,9129,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1977,1977,Gable,BrkFace,144,1008,0,0,1008,1,0,1,0,1,1,Attchd,1977,Fin,2,678,Normal
2607,80,RL,15957,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,None,0,1356,0,0,1356,2,0,2,0,3,1,Attchd,1977,Fin,2,528,Normal
2608,20,RL,33983,Mitchel,Norm,Norm,1Fam,1Story,5,6,1977,1994,Gable,None,0,1676,0,0,1676,1,0,1,1,3,1,Attchd,1977,RFn,2,672,Normal
2609,60,RL,8286,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,None,0,716,716,0,1432,1,0,1,1,3,1,Attchd,1977,Fin,2,531,Normal
2610,85,RL,6723,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1971,1971,Gable,None,0,796,0,0,796,0,1,1,0,2,1,NA,NA,NA,0,0,Normal
2611,20,RL,27697,Mitchel,Norm,Norm,1Fam,1Story,4,3,1961,1961,Shed,NA,198,1608,0,0,1608,0,0,1,0,3,1,Attchd,1961,Unf,1,444,Abnorml
2612,20,RL,11000,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,2003,Gable,None,0,1178,0,0,1178,1,0,1,1,3,1,Attchd,1976,Unf,2,502,Normal
2613,20,RL,11625,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,None,0,816,0,0,816,1,0,1,0,2,1,Attchd,1983,Fin,1,264,Normal
2614,20,RL,10447,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,None,0,887,0,0,887,0,1,1,0,3,1,Attchd,1984,RFn,1,288,Normal
2615,20,RL,11027,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,Stone,28,1293,0,0,1293,1,0,2,0,2,1,Attchd,1954,RFn,2,452,Normal
2616,20,RL,10533,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1956,Hip,BrkFace,244,1024,0,0,1024,1,0,1,0,2,1,Attchd,1956,Unf,1,313,Normal
2617,20,RL,11765,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,Stone,302,1797,0,0,1797,0,0,1,1,3,1,Attchd,1957,Unf,3,963,Normal
2618,20,RL,39384,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,Stone,902,1390,0,0,1390,1,0,1,1,1,1,Attchd,1957,Unf,2,550,Abnorml
2619,20,RL,11727,NAmes,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,BrkFace,434,1851,0,0,1851,0,0,2,0,3,1,Attchd,1969,Fin,2,506,Normal
2620,60,RL,8238,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,None,0,813,712,0,1525,1,0,2,1,3,1,Attchd,1997,Fin,2,400,Normal
2621,60,RL,13041,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,None,0,781,890,0,1671,0,0,2,1,3,1,Attchd,1995,Fin,2,423,Normal
2622,60,RL,9783,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,None,0,821,955,0,1776,0,0,2,1,3,1,BuiltIn,1996,Fin,2,443,Normal
2623,60,RL,13128,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,BrkFace,216,1074,990,0,2064,0,0,2,1,4,1,Attchd,2005,Fin,2,527,Normal
2624,60,RL,13751,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,BrkFace,248,1700,512,0,2212,1,0,2,1,3,1,Attchd,2006,Fin,3,773,Partial
2625,160,RL,13108,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,None,0,2079,608,0,2687,0,0,2,1,4,1,Attchd,1994,Fin,2,618,Normal
2626,20,RL,8076,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,BrkFace,112,1169,0,0,1169,0,1,2,0,3,1,Attchd,1993,Fin,2,402,Normal
2627,120,RL,3701,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,None,0,1204,0,0,1204,0,0,2,0,2,1,Attchd,1987,RFn,2,461,Normal
2628,60,RL,16023,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,BrkFace,600,1414,1384,0,2798,1,0,3,1,3,1,BuiltIn,2005,Fin,3,670,Partial
2629,60,RL,18062,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,BrkFace,662,1528,1862,0,3390,0,0,3,1,5,1,BuiltIn,2006,Fin,3,758,Partial
2630,60,RL,12292,StoneBr,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,BrkFace,184,1102,1371,0,2473,0,0,2,1,4,1,BuiltIn,2006,Fin,3,675,Partial
2631,60,RL,16052,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,Stone,734,1850,848,0,2698,1,0,2,1,4,1,Attchd,2006,RFn,3,736,Partial
2632,60,RL,15922,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,BrkFace,550,1390,1405,0,2795,0,0,3,1,4,1,BuiltIn,2005,Fin,3,660,Partial
2633,120,RL,8147,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,BrkFace,230,1714,0,0,1714,1,0,2,0,2,1,Attchd,2005,Fin,2,517,Normal
2634,20,RL,18261,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,BrkFace,420,2000,0,0,2000,1,0,2,1,3,1,Attchd,2005,Unf,3,722,Normal
2635,85,RL,10464,NWAmes,Norm,Norm,1Fam,SFoyer,6,6,1980,1980,Gable,BrkFace,130,1102,0,0,1102,1,0,1,0,2,1,Attchd,1980,RFn,2,582,Normal
2636,60,RL,10530,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,BrkFace,68,945,912,0,1857,0,0,2,1,4,1,Attchd,1978,RFn,2,482,Normal
2637,85,RL,9927,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,1976,1976,Gable,Stone,252,1083,0,0,1083,1,0,1,0,2,1,Attchd,1976,RFn,2,596,Normal
2638,60,FV,9512,Somerst,RRAn,Norm,1Fam,2Story,7,5,2005,2006,Gable,None,0,960,1358,0,2318,1,0,2,1,3,1,BuiltIn,2005,Fin,2,541,Partial
2639,80,RL,10530,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,BrkFace,248,1109,766,0,1875,0,0,3,0,3,1,Attchd,1975,RFn,2,485,Normal
2640,20,RL,10000,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,BrkFace,176,1103,0,0,1103,0,0,2,0,3,1,Attchd,1974,Unf,2,462,Normal
2641,20,RL,7200,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,None,0,874,0,0,874,0,1,1,0,3,1,Detchd,1995,Unf,2,576,Normal
2642,120,RH,8773,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,None,0,1419,0,0,1419,1,0,2,0,2,1,Attchd,2002,Fin,2,543,Normal
2643,160,RM,2760,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,BrkFace,514,525,567,0,1092,0,0,1,1,3,1,Detchd,1973,Unf,2,440,Normal
2644,160,RM,2160,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,BrkFace,200,765,600,0,1365,0,0,1,1,3,1,Attchd,1973,Unf,2,440,Normal
2645,160,RM,1890,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,BrkFace,380,494,536,0,1030,0,0,1,1,3,1,Detchd,1973,Unf,1,264,Normal
2646,160,RM,1680,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,BrkFace,504,483,465,0,948,0,0,1,1,2,1,Detchd,1972,Unf,1,264,Normal
2647,160,RM,1680,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,BrkFace,504,525,567,0,1092,0,0,1,1,3,1,Detchd,1972,Unf,1,264,Normal
2648,120,RL,4043,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,None,0,1069,0,0,1069,0,1,2,0,2,1,Attchd,1975,RFn,2,440,Normal
2649,20,RL,7514,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,None,0,1387,0,0,1387,1,0,1,0,3,1,Attchd,1974,RFn,1,300,Normal
2650,120,RL,2280,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1976,1976,Gable,None,0,1055,0,0,1055,1,0,2,0,2,1,Attchd,1976,Unf,1,319,Normal
2651,160,RL,2179,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,None,0,855,601,0,1456,0,0,2,1,3,1,Attchd,1976,RFn,2,460,Normal
2652,60,RL,16387,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,Stone,215,1738,851,0,2589,1,0,2,1,4,1,Attchd,2006,RFn,3,831,Partial
2653,20,RL,16163,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,BrkFace,232,1618,0,0,1618,0,0,2,0,2,1,Attchd,2004,Fin,3,880,Normal
2654,20,RL,12228,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,Stone,206,1740,0,0,1740,0,0,2,0,4,1,Attchd,2006,RFn,3,874,Partial
2655,20,RL,14780,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,BrkFace,568,1868,0,0,1868,1,0,2,0,2,1,Attchd,2005,Fin,3,1085,Normal
2656,60,RL,13975,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,BrkFace,525,1117,1089,0,2206,0,0,2,1,4,1,BuiltIn,2005,Fin,3,670,Partial
2657,60,RL,9942,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,BrkFace,385,1625,466,0,2091,1,0,2,1,3,1,Attchd,2005,RFn,2,521,Partial
2658,60,RL,12867,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,NA,NA,1209,1044,0,2253,0,0,2,1,3,1,Attchd,2005,Fin,2,575,Partial
2659,60,RL,10672,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,None,0,1054,1335,0,2389,0,0,2,1,4,1,BuiltIn,2006,Fin,3,672,Partial
2660,60,RL,11643,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,BrkFace,142,1544,814,0,2358,1,0,2,1,4,1,BuiltIn,2005,Fin,3,784,Partial
2661,20,RL,13758,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,BrkFace,430,1792,0,0,1792,1,0,2,0,2,1,Attchd,2005,RFn,3,925,Partial
2662,20,RL,14828,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,BrkFace,674,1780,0,0,1780,1,0,2,0,2,1,Attchd,2004,Fin,3,816,Normal
2663,60,RL,13215,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,BrkFace,112,1426,488,0,1914,1,0,2,1,3,1,BuiltIn,2004,RFn,3,746,Normal
2664,120,RL,5911,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,BrkFace,278,1565,0,0,1565,1,0,2,0,2,1,Attchd,2005,RFn,2,556,Normal
2665,20,RL,7740,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,BrkFace,518,1686,0,0,1686,1,0,2,0,1,1,Attchd,2006,Fin,3,899,Partial
2666,120,RL,6373,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,BrkFace,572,1666,0,0,1666,1,0,2,0,2,1,Attchd,2006,RFn,2,575,Partial
2667,60,RL,10237,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,None,0,728,728,0,1456,0,0,2,1,3,1,Attchd,2005,Fin,2,390,Partial
2668,60,RL,10237,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2006,Gable,None,0,738,754,0,1492,0,0,2,1,3,1,Attchd,2006,Fin,2,440,Partial
2669,20,RL,11660,Gilbert,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,None,0,1326,0,0,1326,0,0,2,0,3,1,Attchd,2006,Fin,2,427,Partial
2670,60,RL,11631,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,BrkFace,236,1052,1321,0,2373,0,0,2,1,4,1,BuiltIn,2004,Fin,3,632,Partial
2671,60,RL,9073,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,None,0,738,754,0,1492,0,0,2,1,3,1,Attchd,2006,Fin,2,440,Partial
2672,120,RL,3087,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,BrkFace,14,1364,0,0,1364,1,0,2,0,2,1,Attchd,2006,Fin,2,437,Partial
2673,120,RL,2938,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2002,2002,Gable,BrkFace,40,1511,0,0,1511,1,0,2,0,2,1,Attchd,2002,Fin,2,398,Normal
2674,120,RM,3072,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,BrkFace,18,1548,0,0,1548,1,0,2,0,2,1,Attchd,2004,Fin,2,388,Normal
2675,120,RL,3010,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,BrkFace,14,1142,0,0,1142,0,0,2,0,2,1,Attchd,2005,Fin,2,440,Partial
2676,60,RL,9171,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,None,0,848,750,0,1598,0,0,2,1,3,1,Attchd,2004,Fin,2,433,Normal
2677,60,RL,8658,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,None,0,1008,881,0,1889,0,0,2,1,3,1,Attchd,2000,Fin,2,431,Normal
2678,60,RL,12104,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,None,0,1082,1240,0,2322,0,0,3,1,4,1,Attchd,2006,RFn,3,617,Partial
2679,60,RL,9660,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,BrkFace,242,1079,897,0,1976,1,0,2,1,3,1,Attchd,1998,Fin,3,885,Normal
2680,60,RL,9545,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,BrkFace,322,1205,1029,0,2234,1,0,2,1,3,1,BuiltIn,2000,RFn,3,768,Normal
2681,60,RL,9233,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Gable,BrkFace,877,1540,1315,0,2855,1,0,2,1,4,1,Attchd,2000,RFn,3,774,Normal
2682,60,RL,10019,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,BrkFace,397,1358,1368,0,2726,0,0,2,1,4,1,Attchd,1995,RFn,3,725,Normal
2683,60,RL,17242,NoRidge,Norm,Norm,1Fam,2Story,9,5,1993,1994,Hip,BrkFace,738,1933,1567,0,3500,1,0,3,1,4,1,Attchd,1993,RFn,3,959,Normal
2684,60,RL,10236,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,BrkFace,501,1305,1189,0,2494,1,0,2,1,4,1,Attchd,1994,Fin,3,803,Normal
2685,60,RL,12585,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,BrkFace,420,1565,1234,0,2799,1,0,2,1,3,1,Attchd,1993,Fin,3,704,Normal
2686,60,RL,12447,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,Stone,192,1116,848,0,1964,0,0,2,1,3,1,BuiltIn,2005,Fin,2,760,Partial
2687,20,RL,15218,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,NA,NA,1670,0,0,1670,1,0,2,1,2,1,Attchd,2006,RFn,3,928,Partial
2688,20,RL,10936,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2006,Gable,BrkFace,60,1504,0,0,1504,0,0,2,0,3,1,Attchd,2006,Fin,2,510,Partial
2689,20,FV,8640,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,None,0,1278,0,0,1278,0,0,2,0,2,1,Attchd,2006,RFn,2,584,Partial
2690,60,FV,13162,Somerst,Feedr,Norm,1Fam,2Story,9,5,2006,2006,Gable,None,0,2036,604,0,2640,1,0,3,1,3,1,Attchd,2006,RFn,3,792,Partial
2691,60,FV,8125,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,None,0,858,858,0,1716,0,0,2,1,3,1,Attchd,2005,RFn,2,615,Normal
2692,20,RL,7733,SawyerW,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,None,0,1142,0,0,1142,0,0,1,1,3,1,NA,NA,NA,0,0,Normal
2693,20,RL,11024,SawyerW,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,BrkFace,118,1400,0,0,1400,0,0,2,0,3,1,Attchd,2005,RFn,2,612,Partial
2694,20,RL,13072,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,None,0,1131,0,0,1131,0,0,1,1,3,1,NA,NA,NA,0,0,Partial
2695,60,RL,7800,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,BrkFace,172,891,795,0,1686,0,0,2,1,3,1,Attchd,2005,Fin,2,462,Normal
2696,60,RL,7632,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,BrkFace,96,831,754,0,1585,0,0,2,1,3,1,Attchd,2005,RFn,2,449,Normal
2697,60,RL,8304,SawyerW,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,None,0,941,896,0,1837,0,0,2,1,3,1,Attchd,1997,RFn,2,688,Normal
2698,60,RL,9370,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,None,0,844,887,0,1731,1,0,2,1,3,1,Attchd,1992,RFn,2,462,Family
2699,120,RL,7175,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,None,0,1398,0,0,1398,1,0,2,0,2,1,Attchd,1990,RFn,2,542,Normal
2700,120,RL,7175,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1991,1991,Gable,None,0,1217,0,0,1217,0,0,2,0,2,1,Attchd,1991,RFn,2,484,Normal
2701,60,RL,9019,SawyerW,RRAe,Norm,1Fam,2Story,6,5,1994,1994,Gable,None,0,636,684,0,1320,0,0,2,1,3,1,Attchd,1994,Fin,2,472,Normal
2702,20,RL,9100,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,BrkFace,51,988,0,0,988,1,0,1,0,3,1,Detchd,1977,Unf,2,624,Normal
2703,90,RM,8927,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,6,1977,1977,Gable,None,0,1286,368,0,1654,0,0,2,0,4,2,Attchd,1977,RFn,2,528,Normal
2704,20,RL,9240,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,None,0,1211,0,0,1211,0,0,1,0,2,1,Detchd,1972,Unf,2,576,Normal
